"time","surv","lower","upper","n.risk","n.event","n.censor"
3.00001,0.96875,0.910303137279909,1,32,1,0
4.00001,0.875,0.76759963160668,0.997427524030272,31,3,0
6.00001,0.8125,0.687921167086753,0.959639391233833,28,2,0
10.00001,0.625,0.477886151898656,0.817401798415867,26,6,20
