"time","surv","lower","upper","n.risk","n.event","n.censor"
1e-05,0.906976744186046,0.824184864958844,0.998085319772765,43,4,0
1.00001,0.837209302325581,0.733828425165171,0.955154354701813,39,3,0
2.00001,0.72093023255814,0.59859222782279,0.868271213788963,36,5,0
